Entity	Code	Year	"GDP per capita, PPP (constant 2017 international $)"
Saint Helena	SHN	1994	
Saint Helena	SHN	1995	
Saint Helena	SHN	1996	
Saint Helena	SHN	1997	
Saint Helena	SHN	1998	
Saint Helena	SHN	1999	
Saint Helena	SHN	2000	
Saint Helena	SHN	2001	
Saint Helena	SHN	2002	
Saint Helena	SHN	2003	
Saint Helena	SHN	2004	
Saint Helena	SHN	2005	
Saint Helena	SHN	2006	
Saint Helena	SHN	2007	
Saint Helena	SHN	2008	
Saint Helena	SHN	2009	
Saint Kitts and Nevis	KNA	1995	16421.395
Saint Kitts and Nevis	KNA	1996	17160.268
Saint Kitts and Nevis	KNA	1997	18096.553
Saint Kitts and Nevis	KNA	1998	17774.762
Saint Kitts and Nevis	KNA	1999	18103.55
Saint Kitts and Nevis	KNA	2000	19642.953
Saint Kitts and Nevis	KNA	2001	20438.85
Saint Kitts and Nevis	KNA	2002	20593.898
Saint Kitts and Nevis	KNA	2003	19712.701
Saint Kitts and Nevis	KNA	2004	20434.912
Saint Kitts and Nevis	KNA	2005	22354.219
Saint Kitts and Nevis	KNA	2006	22985.166
Saint Kitts and Nevis	KNA	2007	23053.867
Saint Kitts and Nevis	KNA	2008	25554.312
Saint Kitts and Nevis	KNA	2009	24622.873
Saint Kitts and Nevis	KNA	2010	24572.832
Saint Kitts and Nevis	KNA	2011	24876.697
Saint Kitts and Nevis	KNA	2012	24672.4
Saint Kitts and Nevis	KNA	2016	29329.479
Saint Kitts and Nevis	KNA	2017	29333.393
Saint Kitts and Nevis	KNA	2018	29950.494
Saint Kitts and Nevis	KNA	2019	31194.736
Saint Kitts and Nevis	KNA	2020	26700.668
Saint Kitts and Nevis	KNA	2021	26485.816
Saint Lucia	LCA	1990	11419.1
Saint Lucia	LCA	1991	11305.722
Saint Lucia	LCA	1992	12025.494
Saint Lucia	LCA	1993	11918.582
Saint Lucia	LCA	1994	11950.989
Saint Lucia	LCA	1995	12017.287
Saint Lucia	LCA	1996	12238.286
Saint Lucia	LCA	1997	12037.239
Saint Lucia	LCA	1998	12679.684
Saint Lucia	LCA	1999	12903.06
Saint Lucia	LCA	2000	12808.665
Saint Lucia	LCA	2001	12287.856
Saint Lucia	LCA	2002	12247.134
Saint Lucia	LCA	2003	12671.687
Saint Lucia	LCA	2004	13493.938
Saint Lucia	LCA	2005	13345.372
Saint Lucia	LCA	2006	14079.867
Saint Lucia	LCA	2007	14228.471
Saint Lucia	LCA	2008	14838.965
Saint Lucia	LCA	2009	14324.693
Saint Lucia	LCA	2010	14448.265
Saint Lucia	LCA	2011	15133.397
Saint Lucia	LCA	2012	15017.746
Saint Lucia	LCA	2013	14469.648
Saint Lucia	LCA	2014	14605.221
Saint Lucia	LCA	2015	14339.109
Saint Lucia	LCA	2016	14810.637
Saint Lucia	LCA	2017	15247.459
Saint Lucia	LCA	2018	15622.778
Saint Lucia	LCA	2019	15460.801
Saint Lucia	LCA	2020	11651.167
Saint Lucia	LCA	2021	13045.955
Saint Martin (French part)	MAF	2011	
Saint Martin (French part)	MAF	2012	
Saint Martin (French part)	MAF	2013	
Saint Martin (French part)	MAF	2014	
Saint Martin (French part)	MAF	2015	
Saint Martin (French part)	MAF	2016	
Saint Pierre and Miquelon	SPM	2006	
Saint Pierre and Miquelon	SPM	2007	
Saint Pierre and Miquelon	SPM	2008	
Saint Pierre and Miquelon	SPM	2009	
Saint Vincent and the Grenadines	VCT	1990	6499.7764
Saint Vincent and the Grenadines	VCT	1991	6556.5083
Saint Vincent and the Grenadines	VCT	1992	6947.45
Saint Vincent and the Grenadines	VCT	1993	7217.3335
Saint Vincent and the Grenadines	VCT	1994	7107.0845
Saint Vincent and the Grenadines	VCT	1995	7643.6377
Saint Vincent and the Grenadines	VCT	1996	7734.223
Saint Vincent and the Grenadines	VCT	1997	8006.3003
Saint Vincent and the Grenadines	VCT	1998	8341.876
Saint Vincent and the Grenadines	VCT	1999	8580.744
Saint Vincent and the Grenadines	VCT	2000	8735.332
Saint Vincent and the Grenadines	VCT	2001	8901.498
Saint Vincent and the Grenadines	VCT	2002	9392.814
Saint Vincent and the Grenadines	VCT	2003	10051.62
Saint Vincent and the Grenadines	VCT	2004	10511.682
Saint Vincent and the Grenadines	VCT	2005	10827.598
Saint Vincent and the Grenadines	VCT	2006	11649.242
Saint Vincent and the Grenadines	VCT	2007	12101.834
Saint Vincent and the Grenadines	VCT	2008	12206.757
Saint Vincent and the Grenadines	VCT	2009	12090.693
Saint Vincent and the Grenadines	VCT	2010	11606.397
Saint Vincent and the Grenadines	VCT	2016	13356.81
Saint Vincent and the Grenadines	VCT	2017	13633.048
Saint Vincent and the Grenadines	VCT	2018	14084.938
Saint Vincent and the Grenadines	VCT	2019	14189.96
Saint Vincent and the Grenadines	VCT	2020	13473.595
Saint Vincent and the Grenadines	VCT	2021	13695.039
Samoa	WSM	2009	5515.477
Samoa	WSM	2010	5808.3037
Samoa	WSM	2013	5659.8516
Samoa	WSM	2017	6238.796
Samoa	WSM	2018	6139.523
San Marino	SMR	1997	66407.516
San Marino	SMR	1998	70264.445
San Marino	SMR	1999	75441.836
San Marino	SMR	2000	75881.85
San Marino	SMR	2001	78614.2
San Marino	SMR	2002	77070.98
San Marino	SMR	2003	78286.9
San Marino	SMR	2004	80463.9
San Marino	SMR	2005	81256.14
San Marino	SMR	2006	83098.25
San Marino	SMR	2007	87795.664
San Marino	SMR	2008	86422.55
San Marino	SMR	2009	76607.086
San Marino	SMR	2010	71156.1
San Marino	SMR	2011	63458.816
San Marino	SMR	1995	
San Marino	SMR	1996	
Sao Tome and Principe	STP	2006	3037.7756
Sao Tome and Principe	STP	2007	3072.0234
Sao Tome and Principe	STP	2008	3185.3728
Sao Tome and Principe	STP	2009	3187.1223
Sao Tome and Principe	STP	2010	3324.9163
Sao Tome and Principe	STP	2011	3398.276
Sao Tome and Principe	STP	1990	
Sao Tome and Principe	STP	1991	
Sao Tome and Principe	STP	1992	
Sao Tome and Principe	STP	1993	
Sao Tome and Principe	STP	1994	
Saudi Arabia	SAU	1999	39066.926
Saudi Arabia	SAU	2000	40234.816
Saudi Arabia	SAU	2001	38778.477
Saudi Arabia	SAU	2002	36789.92
Saudi Arabia	SAU	2003	39993.477
Saudi Arabia	SAU	2004	42243.97
Saudi Arabia	SAU	2005	43253.484
Saudi Arabia	SAU	2006	42733.887
Saudi Arabia	SAU	2007	41846.28
Serbia	SRB	2000	8902.2
Serbia	SRB	2001	9530.937
Serbia	SRB	2002	10148.3955
Serbia	SRB	2003	10616.243
Serbia	SRB	2004	11601.737
Serbia	SRB	2005	12280.192
Serbia	SRB	2006	12958.291
Serbia	SRB	2007	13848.781
Serbia	SRB	2008	14694.432
Serbia	SRB	2009	14350.445
Serbia	SRB	2010	14513.582
Serbia	SRB	2012	14896.884
Serbia	SRB	2013	15402.562
Seychelles	SYC	2004	17188.348
Seychelles	SYC	2006	19983.76
Seychelles	SYC	2007	21953.99
Seychelles	SYC	2008	21007.58
Seychelles	SYC	2009	20694.004
Seychelles	SYC	2010	21322.54
Seychelles	SYC	2011	23617.03
Seychelles	SYC	2012	23681.348
Seychelles	SYC	2013	24647.078
Seychelles	SYC	2014	25359.846
Seychelles	SYC	2015	26198.72
Seychelles	SYC	2016	27234.414
Seychelles	SYC	2017	28116.71
Seychelles	SYC	2018	28740.55
Seychelles	SYC	2019	29369.53
Seychelles	SYC	2020	26879.77
Seychelles	SYC	2021	28760.516
Sierra Leone	SLE	2004	1209.0588
Sierra Leone	SLE	2005	1230.1787
Sierra Leone	SLE	2006	1254.2368
Sierra Leone	SLE	2007	1325.7787
Sierra Leone	SLE	2008	1362.5461
Sierra Leone	SLE	2009	1368.0308
Sierra Leone	SLE	2010	1401.5741
Sierra Leone	SLE	2012	1627.34
Singapore	SGP	1990	37289.75
Singapore	SGP	1991	38667.75
Singapore	SGP	1992	40014.824
Singapore	SGP	1993	43486.234
Singapore	SGP	1994	46819.523
Singapore	SGP	1995	48677.586
Singapore	SGP	1996	50230.883
Singapore	SGP	1997	52611.79
Singapore	SGP	1998	49740.246
Singapore	SGP	1999	52166.023
Singapore	SGP	2000	55904.234
Singapore	SGP	2001	53833.727
Singapore	SGP	2002	55437.56
Singapore	SGP	2003	58819.957
Singapore	SGP	2004	63862.125
Singapore	SGP	2006	70756.445
Singapore	SGP	2007	73992.125
Singapore	SGP	2008	71464.93
Singapore	SGP	2009	69430.484
Singapore	SGP	2010	78115.21
Singapore	SGP	2012	82805.62
Singapore	SGP	2013	85400.73
Slovakia	SVK	1993	11840.4795
Slovakia	SVK	1994	12525.788
Slovakia	SVK	1995	13218.992
Slovakia	SVK	1996	14064.274
Slovakia	SVK	1997	14870.22
Slovakia	SVK	1998	15455.602
Slovakia	SVK	1999	15423.483
Slovakia	SVK	2000	15624.54
Slovakia	SVK	2001	16162.48
Slovakia	SVK	2002	16897.46
Slovakia	SVK	2003	17838.404
Slovakia	SVK	2004	18783.896
Slovakia	SVK	2005	20026.076
Slovakia	SVK	2006	21725.926
Slovakia	SVK	2007	24072.26
Slovakia	SVK	2008	25392.477
Slovakia	SVK	2009	23975.21
Slovakia	SVK	2010	25561.707
Slovakia	SVK	2012	26511.27
Slovakia	SVK	2013	26650.363
Slovakia	SVK	1990	
Slovakia	SVK	1991	
Slovenia	SVN	1995	21480.328
Slovenia	SVN	1996	22182.21
Slovenia	SVN	1997	23333.719
Slovenia	SVN	1998	24151.54
Slovenia	SVN	1999	25421.295
Slovenia	SVN	2000	26276.945
Slovenia	SVN	2001	27079.475
Slovenia	SVN	2002	27994.062
Slovenia	SVN	2003	28805.385
Slovenia	SVN	2004	30041.814
Slovenia	SVN	2005	31128.83
Slovenia	SVN	2006	32812.74
Slovenia	SVN	2007	34907.367
Slovenia	SVN	2008	36075.47
Slovenia	SVN	2009	33052.227
Slovenia	SVN	2010	33350.613
Slovenia	SVN	2012	32613.49
Slovenia	SVN	2013	32234.025
Slovenia	SVN	1990	
Slovenia	SVN	1991	
Slovenia	SVN	1992	
Slovenia	SVN	1993	
Slovenia	SVN	1994	
Solomon Islands	SLB	2004	1988.2505
Solomon Islands	SLB	2005	2087.201
Solomon Islands	SLB	2006	2125.3667
Solomon Islands	SLB	2007	2153.8816
Solomon Islands	SLB	2008	2237.5132
South Africa	ZAF	1994	9692.536
South Africa	ZAF	1995	9829.862
South Africa	ZAF	1996	10097.474
South Africa	ZAF	1997	10217.38
South Africa	ZAF	1998	10141.463
South Africa	ZAF	1999	10270.063
South Africa	ZAF	2000	10598.86
South Africa	ZAF	2001	10789.051
South Africa	ZAF	2002	11086.924
South Africa	ZAF	2003	11308.883
South Africa	ZAF	2004	11713.88
South Africa	ZAF	2005	12216.027
South Africa	ZAF	2006	12776.878
South Africa	ZAF	2007	13325.982
South Africa	ZAF	2008	13596.288
South Africa	ZAF	2009	13228.895
South Africa	ZAF	2010	13469.361
South Africa	ZAF	2012	13864.971
South Africa	ZAF	2013	14017.411
South Korea	KOR	1990	12656.396
South Korea	KOR	1991	13882.421
South Korea	KOR	1992	14590.533
South Korea	KOR	1993	15436.388
South Korea	KOR	1994	16698.275
South Korea	KOR	1995	18120.494
South Korea	KOR	1996	19364.941
South Korea	KOR	1997	20367.975
South Korea	KOR	1998	19184.225
South Korea	KOR	1999	21232.61
South Korea	KOR	2000	22963.639
South Korea	KOR	2001	23893.896
South Korea	KOR	2002	25591.398
South Korea	KOR	2003	26260.37
South Korea	KOR	2004	27515.951
South Korea	KOR	2005	28640.707
South Korea	KOR	2006	29990.521
South Korea	KOR	2007	31569.932
South Korea	KOR	2008	32275.125
South Korea	KOR	2009	32363.969
South Korea	KOR	2010	34394.492
South Korea	KOR	2012	36049.195
South Korea	KOR	2013	37021.133
South Sudan	SSD	2012	
Spain	ESP	1990	27528.414
Spain	ESP	1991	28157.527
Spain	ESP	1992	28280.326
Spain	ESP	1993	27843.86
Spain	ESP	1994	28372.031
Spain	ESP	1995	29025.994
Spain	ESP	1996	29674.393
Spain	ESP	1997	30644.379
Spain	ESP	1998	31858.5
Spain	ESP	1999	33154.465
Spain	ESP	2000	34738.06
Spain	ESP	2001	35854.586
Spain	ESP	2002	36317.1
Spain	ESP	2003	36729.77
Spain	ESP	2004	37228.797
Spain	ESP	2005	37942.008
Spain	ESP	2006	38836.594
Spain	ESP	2007	39498.59
Spain	ESP	2008	39218.293
Spain	ESP	2009	37409.645
Spain	ESP	2010	37298.47
Spain	ESP	2012	35749.51
Spain	ESP	2013	35363.51
Sri Lanka	LKA	1990	4011.6562
Sri Lanka	LKA	1995	4955.054
Sri Lanka	LKA	1996	5108.5166
Sri Lanka	LKA	1997	5405.2476
Sri Lanka	LKA	1999	5841.737
Sri Lanka	LKA	2005	7182.9883
Sri Lanka	LKA	2006	7674.5137
Sri Lanka	LKA	2008	8558.664
Sri Lanka	LKA	2009	8800.107
Sri Lanka	LKA	2010	9440.672
Sri Lanka	LKA	2012	11055.634
Sri Lanka	LKA	2013	11414.167
Suriname	SUR	2000	12848.606
Suriname	SUR	2001	13157.618
Suriname	SUR	2002	13300.3
Suriname	SUR	2003	13910.506
Suriname	SUR	2004	14892.122
Suriname	SUR	2005	15391.999
Suriname	SUR	2006	16102.726
Suriname	SUR	2007	16735.924
Suriname	SUR	2008	17233.766
Suriname	SUR	2013	19778.307
Suriname	SUR	2016	17662.682
Suriname	SUR	2017	17753.06
Suriname	SUR	2018	18438.346
Suriname	SUR	2019	18449.2
Suriname	SUR	2020	15329.179
Suriname	SUR	2021	14766.748
Sweden	SWE	1990	34156.82
Sweden	SWE	1991	33536.016
Sweden	SWE	1992	32953.617
Sweden	SWE	1993	32086.012
Sweden	SWE	1994	33110.824
Sweden	SWE	1995	34233.703
Sweden	SWE	1996	34719.11
Sweden	SWE	1997	35764.684
Sweden	SWE	1998	37286.094
Sweden	SWE	1999	38839.426
Sweden	SWE	2000	40625.363
Sweden	SWE	2001	41103.727
Sweden	SWE	2002	41870.258
Sweden	SWE	2003	42678.285
Sweden	SWE	2004	44354.39
Sweden	SWE	2005	45440.297
Sweden	SWE	2006	47292.312
Sweden	SWE	2007	48557.383
Sweden	SWE	2008	47963.492
Sweden	SWE	2009	45492.77
Sweden	SWE	2010	47791.37
Sweden	SWE	2012	48300.844
Sweden	SWE	2013	48462.16
Switzerland	CHE	1990	56982.46
Switzerland	CHE	1991	55759.34
Switzerland	CHE	1992	55123.84
Switzerland	CHE	1993	54555.277
Switzerland	CHE	1994	54809.336
Switzerland	CHE	1995	54706.1
Switzerland	CHE	1996	54721.715
Switzerland	CHE	1997	55824.51
Switzerland	CHE	1998	57345.332
Switzerland	CHE	1999	58021.438
Switzerland	CHE	2000	59980.332
Switzerland	CHE	2001	60541.117
Switzerland	CHE	2002	60040.88
Switzerland	CHE	2009	64726.37
Switzerland	CHE	2010	66133.29
Switzerland	CHE	2012	66661.49
Switzerland	CHE	2013	67080.37
Syria	SYR	1997	
Syria	SYR	1998	
Syria	SYR	1999	
Syria	SYR	2000	
Syria	SYR	2001	
Syria	SYR	2002	
Syria	SYR	2003	
Syria	SYR	2004	
Syria	SYR	2005	
Syria	SYR	2006	
Syria	SYR	2007	
Syria	SYR	2008	
Syria	SYR	2009	
Syria	SYR	2010	
Tajikistan	TJK	1990	3990.9006
Tajikistan	TJK	1991	3615.166
Tajikistan	TJK	1992	2521.4326
Tajikistan	TJK	1993	2085.209
Tajikistan	TJK	1994	1616.6906
Tajikistan	TJK	1995	1389.1083
Tajikistan	TJK	1996	1134.231
Tajikistan	TJK	1997	1137.9338
Tajikistan	TJK	1998	1190.6562
Tajikistan	TJK	1999	1228.1702
Tajikistan	TJK	2000	1312.7123
Tajikistan	TJK	2001	1407.9976
Tajikistan	TJK	2002	1528.3569
Tajikistan	TJK	2003	1663.2363
Tajikistan	TJK	2004	1799.831
Tajikistan	TJK	2005	1884.9607
Tajikistan	TJK	2006	1980.2498
Tajikistan	TJK	2007	2095.8145
Tajikistan	TJK	2008	2219.3225
Tajikistan	TJK	2009	2261.4268
Tajikistan	TJK	2010	2360.015
Tanzania	TZA	1995	1255.4391
Tanzania	TZA	1996	1288.1033
Tanzania	TZA	1997	1306.5352
Tanzania	TZA	2003	1532.7595
Tanzania	TZA	2004	1603.7461
Tanzania	TZA	2010	1972.9811
Tanzania	TZA	2012	2095.8745
Tanzania	TZA	2013	2171.4421
Thailand	THA	1990	7273.059
Thailand	THA	1991	7772.858
Thailand	THA	1992	8277.354
Thailand	THA	1993	8830.575
Thailand	THA	1994	9401.065
Thailand	THA	1995	10025.088
Thailand	THA	1996	10453.39
Thailand	THA	1997	10035.87
Thailand	THA	1998	9156.215
Thailand	THA	1999	9467.921
Thailand	THA	2000	9791.8955
Thailand	THA	2001	10036.329
Thailand	THA	2002	10558.468
Thailand	THA	2003	11220.684
Thailand	THA	2004	11828.839
Thailand	THA	2005	12228.661
Thailand	THA	2006	12739.737
Thailand	THA	2007	13330.209
Thailand	THA	2008	13459.246
Thailand	THA	2009	13270.617
Thailand	THA	2010	14172.218
Tonga	TON	1995	4465.193
Tonga	TON	1996	4535.9224
Tonga	TON	1997	4570.298
Tonga	TON	2000	4806.1133
Tonga	TON	2001	4956.9653
Tonga	TON	2002	5167.539
Tonga	TON	2003	5256.1235
Tonga	TON	2004	5098.8433
Tonga	TON	2005	5074.135
Tonga	TON	2006	5040.017
Tonga	TON	2007	5032.449
Tonga	TON	2008	5257.0054
Tonga	TON	2009	4973.827
Tonga	TON	2010	5002.6323
Tonga	TON	2011	5332.404
Tonga	TON	2012	5381.746
Tonga	TON	2018	6287.882
Tonga	TON	2019	6344.3115
Trinidad and Tobago	TTO	2000	16190.903
Trinidad and Tobago	TTO	2001	16785.639
Trinidad and Tobago	TTO	2002	18018.297
Trinidad and Tobago	TTO	2003	20504.78
Trinidad and Tobago	TTO	2004	22010.941
Trinidad and Tobago	TTO	2005	23242.639
Trinidad and Tobago	TTO	2006	26162.645
Trinidad and Tobago	TTO	2007	27249.299
Trinidad and Tobago	TTO	2008	28012.873
Trinidad and Tobago	TTO	2009	26622.293
Trinidad and Tobago	TTO	2010	27329.424
Trinidad and Tobago	TTO	2012	28642.336
Trinidad and Tobago	TTO	2013	29529.576
Trinidad and Tobago	TTO	2020	23391.316
Trinidad and Tobago	TTO	2021	23037.143
Tunisia	TUN	2004	8628.278
Tunisia	TUN	2005	8846.49
Tunisia	TUN	2006	9225.85
Tunisia	TUN	2007	9754.755
Tunisia	TUN	2008	10072.95
Tunisia	TUN	2009	10279.302
Tunisia	TUN	2010	10477.304
Tunisia	TUN	2012	10428.271
Turkey	TUR	2003	15488.11
Turkey	TUR	2004	16775.08
Turkey	TUR	2005	18038.812
Turkey	TUR	2006	19043.623
Turkey	TUR	2007	19757.82
Turkey	TUR	2008	19680.94
Turkey	TUR	2010	19790.068
Turkey	TUR	2012	22422.537
Turkmenistan	TKM	1990	7137.6035
Turkmenistan	TKM	1991	6628.0586
Turkmenistan	TKM	1992	5485.9746
Turkmenistan	TKM	1993	5422.7925
Turkmenistan	TKM	1994	4374.6963
Turkmenistan	TKM	1995	3969.826
Turkmenistan	TKM	1996	4162.4644
Turkmenistan	TKM	1997	3635.0552
Turkmenistan	TKM	1998	3833.5413
Turkmenistan	TKM	1999	4397.0547
Turkmenistan	TKM	2000	4568.4604
Turkmenistan	TKM	2001	4699.07
Turkmenistan	TKM	2002	4647.115
Turkmenistan	TKM	2003	4738.496
Turkmenistan	TKM	2004	4912.673
Turkmenistan	TKM	2005	5477.9985
Turkmenistan	TKM	2006	5995.3613
Turkmenistan	TKM	2010	8321.22
Turkmenistan	TKM	2012	10233.4
Turkmenistan	TKM	2013	11071.518
Turks and Caicos Islands	TCA	2013	23624.287
Turks and Caicos Islands	TCA	2014	24661.145
Turks and Caicos Islands	TCA	1990	
Turks and Caicos Islands	TCA	1991	
Turks and Caicos Islands	TCA	1992	
Turks and Caicos Islands	TCA	1993	
Turks and Caicos Islands	TCA	1994	
Turks and Caicos Islands	TCA	1995	
Turks and Caicos Islands	TCA	1996	
Turks and Caicos Islands	TCA	1997	
Turks and Caicos Islands	TCA	1998	
Turks and Caicos Islands	TCA	1999	
Turks and Caicos Islands	TCA	2000	
Turks and Caicos Islands	TCA	2001	
Turks and Caicos Islands	TCA	2002	
Turks and Caicos Islands	TCA	2003	
Turks and Caicos Islands	TCA	2005	
Turks and Caicos Islands	TCA	2007	
Turks and Caicos Islands	TCA	2008	
Turks and Caicos Islands	TCA	2009	
Tuvalu	TUV	2002	3827.5784
Tuvalu	TUV	2003	3638.8193
Tuvalu	TUV	2004	3511.4448
Tuvalu	TUV	2005	3307.25
Tuvalu	TUV	2006	3348.0566
Tuvalu	TUV	2007	3545.1426
Tuvalu	TUV	2008	3736.2048
Tuvalu	TUV	2009	3456.9229
Tuvalu	TUV	2010	3334.6072
Tuvalu	TUV	2011	3512.0325
Tuvalu	TUV	2012	3388.5388
Tuvalu	TUV	2019	4816.553
Uganda	UGA	1995	1075.9357
Uganda	UGA	1996	1142.136
Uganda	UGA	1997	1165.9617
Uganda	UGA	2007	1671.8218
Uganda	UGA	2008	1764.9932
Uganda	UGA	2009	1830.8717
Uganda	UGA	2010	1878.5209
Uganda	UGA	2012	2013.5464
Uganda	UGA	2013	2026.6228
Ukraine	UKR	1990	16428.48
Ukraine	UKR	1991	14967.733
Ukraine	UKR	1992	13447.164
Ukraine	UKR	1993	11531.299
Ukraine	UKR	1994	8934.775
Ukraine	UKR	1995	7906.957
Ukraine	UKR	1996	7179.6777
Ukraine	UKR	1997	7028.0464
Ukraine	UKR	1998	6956.399
Ukraine	UKR	1999	7008.2437
Ukraine	UKR	2000	7496.813
Ukraine	UKR	2001	8242.703
Ukraine	UKR	2002	8765.683
Ukraine	UKR	2003	9678.087
Ukraine	UKR	2004	10902.038
Ukraine	UKR	2005	11319.511
Ukraine	UKR	2006	12259.158
Ukraine	UKR	2007	13345.771
Ukraine	UKR	2008	13719.271
Ukraine	UKR	2009	11694.448
Ukraine	UKR	2010	12221.44
Ukraine	UKR	2012	12985.087
United Arab Emirates	ARE	2010	54664.613
United Arab Emirates	ARE	2012	59949.246
United Arab Emirates	ARE	2013	62354.824
United Kingdom	GBR	1990	31537.848
United Kingdom	GBR	1991	31093.643
United Kingdom	GBR	1992	31134.043
United Kingdom	GBR	1993	31832.818
United Kingdom	GBR	1994	32973.06
United Kingdom	GBR	1995	33718.508
United Kingdom	GBR	1996	34274.41
United Kingdom	GBR	1997	35679.02
United Kingdom	GBR	1998	36698.41
United Kingdom	GBR	1999	37678.695
United Kingdom	GBR	2000	39080.867
United Kingdom	GBR	2001	39770.605
United Kingdom	GBR	2002	40303.867
United Kingdom	GBR	2003	41369.496
United Kingdom	GBR	2004	42099.395
United Kingdom	GBR	2005	42926.992
United Kingdom	GBR	2006	43533.22
United Kingdom	GBR	2007	44302.86
United Kingdom	GBR	2008	43887.707
United Kingdom	GBR	2009	41592.363
United Kingdom	GBR	2010	42270.434
United Kingdom	GBR	2012	42705.15
United Kingdom	GBR	2013	43192.08
United States	USA	1990	40456.242
United States	USA	1991	39876.016
United States	USA	1992	40712.062
United States	USA	1993	41284.355
United States	USA	1994	42424.168
United States	USA	1995	43047.26
United States	USA	1996	44154.547
United States	USA	1997	45566.26
United States	USA	1998	47056.51
United States	USA	1999	48749.598
United States	USA	2000	50175.74
United States	USA	2001	50155.707
United States	USA	2002	50535.273
United States	USA	2006	55314.203
United States	USA	2007	55892.2
United States	USA	2008	55433.676
United States	USA	2009	53521.207
United States	USA	2010	54516.855
United States	USA	2012	55803.51
United States	USA	2013	56438.945
United States Virgin Islands	VIR	1997	
United States Virgin Islands	VIR	1998	
United States Virgin Islands	VIR	1999	
United States Virgin Islands	VIR	2000	
United States Virgin Islands	VIR	2001	
United States Virgin Islands	VIR	2002	
United States Virgin Islands	VIR	2003	
United States Virgin Islands	VIR	2004	
United States Virgin Islands	VIR	2005	
United States Virgin Islands	VIR	2006	
United States Virgin Islands	VIR	2007	
United States Virgin Islands	VIR	2008	
United States Virgin Islands	VIR	2009	
United States Virgin Islands	VIR	2010	
United States Virgin Islands	VIR	2011	
United States Virgin Islands	VIR	2012	
Uruguay	URY	1990	11039.808
Uruguay	URY	1991	11363.544
Uruguay	URY	1992	12193.459
Uruguay	URY	1995	13009.452
Uruguay	URY	1996	13657.074
Uruguay	URY	1997	14740.217
Uruguay	URY	1998	15323.138
Uruguay	URY	1999	14951.386
Uruguay	URY	2000	14603.773
Uruguay	URY	2001	14005.312
Uruguay	URY	2002	12900.916
Uruguay	URY	2003	12990.029
Uruguay	URY	2004	13625.257
Uruguay	URY	2005	14624.667
Uruguay	URY	2006	15202.913
Uruguay	URY	2007	16166.421
Uruguay	URY	2008	17287.725
Uruguay	URY	2009	17978.055
Uruguay	URY	2010	19331.85
Uruguay	URY	2012	20933.69
Uruguay	URY	2013	21839.408
Uzbekistan	UZB	1990	3638.877
Uzbekistan	UZB	1991	3544.5862
Uzbekistan	UZB	1992	3074.659
Uzbekistan	UZB	1993	2936.4482
Uzbekistan	UZB	1994	2729.6377
Uzbekistan	UZB	1995	2656.6326
Uzbekistan	UZB	1996	2650.6096
Uzbekistan	UZB	1997	2736.365
Uzbekistan	UZB	1998	2808.461
Uzbekistan	UZB	1999	2897.82
Uzbekistan	UZB	2000	2967.6018
Uzbekistan	UZB	2001	3052.2815
Uzbekistan	UZB	2002	3134.9612
Uzbekistan	UZB	2003	3229.848
Uzbekistan	UZB	2004	3430.6287
Uzbekistan	UZB	2005	3626.6208
Uzbekistan	UZB	2006	3849.5945
Uzbekistan	UZB	2007	4154.7026
Uzbekistan	UZB	2008	4457.699
Vanuatu	VUT	2019	3070.3508
Vanuatu	VUT	2020	2836.8135
Vatican	VAT	2015	
Venezuela	VEN	1990	
Venezuela	VEN	1991	
Venezuela	VEN	1992	
Venezuela	VEN	1993	
Venezuela	VEN	1994	
Venezuela	VEN	1995	
Venezuela	VEN	1996	
Venezuela	VEN	1997	
Venezuela	VEN	1998	
Venezuela	VEN	1999	
Venezuela	VEN	2000	
Venezuela	VEN	2001	
Venezuela	VEN	2002	
Venezuela	VEN	2003	
Venezuela	VEN	2004	
Venezuela	VEN	2005	
Venezuela	VEN	2006	
Venezuela	VEN	2007	
Venezuela	VEN	2008	
Venezuela	VEN	2009	
Venezuela	VEN	2010	
Venezuela	VEN	2012	
Vietnam	VNM	2001	3879.3389
Vietnam	VNM	2002	4082.3735
Vietnam	VNM	2003	4319.374
Vietnam	VNM	2004	4597.7573
Vietnam	VNM	2005	4895.3467
Vietnam	VNM	2006	5186.432
Vietnam	VNM	2007	5503.0723
Vietnam	VNM	2008	5757.924
Vietnam	VNM	2009	6006.58
Vietnam	VNM	2010	6324.526
World	OWID_WRL	2000	11108.324
World	OWID_WRL	2001	11215.04
World	OWID_WRL	2002	11367.639
World	OWID_WRL	2003	11637.828
World	OWID_WRL	2004	12074.206
World	OWID_WRL	2005	12463.141
World	OWID_WRL	2006	12933.736
World	OWID_WRL	2007	13428.616
World	OWID_WRL	2008	13622.655
World	OWID_WRL	2009	13359.558
World	OWID_WRL	2010	13868.406
World	OWID_WRL	2011	14230.719
World	OWID_WRL	2012	14504.989
World	OWID_WRL	2013	14789.622
World	OWID_WRL	2014	15112.653
World	OWID_WRL	2015	15433.18
World	OWID_WRL	2016	15750.084
World	OWID_WRL	2017	16156.354
World	OWID_WRL	2018	16558.998
World	OWID_WRL	2019	16847.46
World	OWID_WRL	2020	16175.776
World	OWID_WRL	2021	16997.135
Yemen	YEM	1998	
Yemen	YEM	1999	
Yemen	YEM	2000	
Yemen	YEM	2003	
Yemen	YEM	2004	
Yemen	YEM	2009	
Yemen	YEM	2010	
Yemen	YEM	2012	
